Dataset,System,Bug ID,Creation Date,Title,Description,Ground Truth
CLASS,tika-1.3,TIKA-1070,2013-01-31T05:43:33.000-06:00,,ToXMLContentHandler ElementInfo getPrefix Prefix Element Handler Info XMLContent StackOverFlowError Bug     StackOverflow error in org apache tika sax ToXMLContentHandler ElementInfo getPrefix ToXMLContentHandler java,tika-core.src.main.java.org.apache.tika.sax.ToXMLContentHandler
CLASS,tika-1.3,TIKA-1152,2013-07-23T08:45:11.000-05:00,,ChmLzxBlock extractChmEntry extractContent ChmExtractor Chm CHMDocumentInformation getContent getText parse Content ChmParser Bug     Process loops infinitely on parsing of a CHM file,tika-parsers.src.main.java.org.apache.tika.parser.chm.lzx.ChmLzxBlock
FILE,DATAMONGO,DATAMONGO-1394,2016-03-09T10:36:46.000-06:00,,query dsl querydsl bug references handled correctly library library book bookrepository dbref string items java book bookservice service list reference list empty findbylibraryid libraryrepository findall findbyid luck expression qbook exp,"org.springframework.data.mongodb.repository.support.SpringDataMongodbSerializer
org.springframework.data.mongodb.repository.support.QuerydslRepositorySupportTests"
FILE,DATAMONGO,DATAMONGO-805,2013-12-02T06:34:36.000-06:00,,createDBRef MappingMongoConverter QueryMapper CollectionNameProvidedMongoConverter MongoTemplate convertAssociation ExcludeDBRefFieldTest getMappedObject findOne toDBRef testExcludeChildren MappingException Bug     Excluding DBRef field in a query causes a MappingException,"org.springframework.data.mongodb.core.convert.QueryMapper
org.springframework.data.mongodb.core.mapping.MappingTests
org.springframework.data.mongodb.core.convert.QueryMapperUnitTests"
FILE,DATAMONGO,DATAMONGO-505,2012-08-14T03:07:56.000-05:00,,collection bug associations work conversion values doesn property dbref property findbyproperty converting entity findbypropertyin entityrepository convertingiterator array scenario dbrefs repository iterator execution reason find fail create treats translated assume correctly,"org.springframework.data.mongodb.repository.query.ConvertingParameterAccessor
org.springframework.data.mongodb.repository.query.ConvertingParameterAccessorUnitTests"
FILE,DATAMONGO,DATAMONGO-523,2012-09-01T03:39:51.000-05:00,,type alias typealias bug configuration mongo abstractmongoconfiguration annotation abstract document classes simple fine property converter mapping documentation creation aftermappingmongoconvertercreation converter annotations simpletypeinformationmapper mapper modifications annotate suggests writing,org.springframework.data.mongodb.core.convert.MappingMongoConverterUnitTests
FILE,DATAMONGO,DATAMONGO-585,2012-12-01T08:28:43.000-06:00,,bug exception authentication access multithreaded objects mongo database authenticate showthread test org http php thread springsource threadpoolexecutor maxpool pool executor operations document documentdao mongooperations mongodb bunch dao insert forum details,org.springframework.data.mongodb.core.MongoDbUtils
FILE,DATAMONGO,DATAMONGO-938,2014-05-21T06:09:48.000-05:00,,criteria exception bug reduce mapreduce map geo creating argument illegal box illegalargumentexception location lowerleft upperright lang geocommand mongo mongodb geo org mongodb collection java data query core command springframework exception,"org.springframework.data.mongodb.core.mapreduce.MapReduceTests
org.springframework.data.mongodb.core.MongoTemplate"
FILE,DATAMONGO,DATAMONGO-987,2014-07-14T12:01:52.000-05:00,,template dbref mongo problem mongotemplate bug data lazy loading entity parent string parent document test junit assertnull child child criteria mongo attribute getchild load setters getid mongotemplate daddy accident simple,"org.springframework.data.mongodb.core.convert.MappingMongoConverter
org.springframework.data.mongodb.core.convert.DbRefMappingMongoConverterUnitTests"
FILE,DATAMONGO,DATAMONGO-1250,2015-07-03T21:07:44.000-05:00,,converter custom implementation bug updates allocation persistant object string allocation code update enum mypersistantobject converters mongotemplate type test mongo conversions assertthat custom writer code template allocated getcode customer document customconversions,"org.springframework.data.mongodb.core.convert.UpdateMapperUnitTests
org.springframework.data.mongodb.core.convert.UpdateMapper"
FILE,DATAMONGO,DATAMONGO-1263,2015-07-30T09:03:41.000-05:00,,indexes types associations bug involving missing type product content abstractproduct catalog wrapper productwrapper spring startup data books association time mongo isbn book list code catalog definition list wrapper https attribute,"org.springframework.data.mongodb.core.index.MongoPersistentEntityIndexResolver
org.springframework.data.mongodb.core.index.MongoPersistentEntityIndexResolverUnitTests"
FILE,DATAMONGO,DATAMONGO-1290,2015-09-17T15:30:23.000-05:00,,bug work parameter query annotation test project findbysampledatewithannotation sampledata object data sampledomainobject sampledate domain sample findbysampledata sample annotation find optional attached works,"org.springframework.data.mongodb.repository.query.StringBasedMongoQuery
org.springframework.data.mongodb.repository.query.StringBasedMongoQueryUnitTests"
FILE,DATAMONGO,DATAMONGO-1406,2016-04-04T18:59:49.000-05:00,,nested field fields field query keywords mapper bug combination querying query status batch stat batchid elemmatch elem string resolution object getmappedobject collection match callback mapped disp list mongo document list,"org.springframework.data.mongodb.core.convert.QueryMapper
org.springframework.data.mongodb.core.convert.QueryMapperUnitTests"
FILE,DATAMONGO,DATAMONGO-1088,2014-11-07T03:08:58.000-06:00,,query collection bug property objects embedded remove bug object list embeddedobject collection findbyembeddedin datamongo foo jira query project demo method repository https test spring incorrect embedded demonstrating generates find attached,"org.springframework.data.mongodb.core.convert.MappingMongoConverter
org.springframework.data.mongodb.core.MongoTemplate"
FILE,DATAMONGO,DATAMONGO-1123,2014-12-17T09:39:36.000-06:00,,geonear documents max geo bug elements matching returns query near nearquery object distance returns mongotemplate geo distance myobject mongo maxdistance point link nearquery georesults info dbobject todbobject template location log,org.springframework.data.mongodb.core.MongoOperations
FILE,DATAMONGO,DATAMONGO-1126,2014-12-21T06:03:21.000-06:00,,repository query pageable bug keyword findbyinid returning find correctly string item assertequals gettotalelements item type types findbytypein list sword ids test itemrepository mongo elements items allids collection type testpageableidin document,"org.springframework.data.mongodb.repository.Person
org.springframework.data.mongodb.repository.query.AbstractMongoQueryUnitTests
org.springframework.data.mongodb.core.MongoOperations
org.springframework.data.mongodb.core.MongoTemplate
org.springframework.data.mongodb.repository.query.AbstractMongoQuery"
FILE,DATAMONGO,DATAMONGO-1068,2014-10-08T19:43:32.000-05:00,,criteria elem elemmatch match bug cirteria special fails build gte list json criteria documents lte haven room string map key elements start entity range serialization query occupied fetch empty issue,"org.springframework.data.mongodb.core.query.CriteriaTests
org.springframework.data.mongodb.core.query.Criteria"
FILE,DATAMONGO,DATAMONGO-1078,2014-10-28T02:23:26.000-05:00,,query repository query bug complex structure map annotated fails myuserid user userid sample ids user list sampleid userids collection mongo stringbasedmongoquery findbyuserids string object type restrictions queries mongo sampleuser find,"org.springframework.data.mongodb.core.convert.MappingMongoConverter
org.springframework.data.mongodb.core.MongoTemplate"
