Dataset,System,Bug ID,Creation Date,Title,Description,Ground Truth
FILE,DATAMONGO,DATAMONGO-505,2012-08-14T03:07:56.000-05:00,,bug property dbref entity property instances array collection findbypropertyin repository scenario findbyproperty elements treat entityrepository unwrap create convert translate find,"org.springframework.data.mongodb.repository.query.ConvertingParameterAccessor
org.springframework.data.mongodb.repository.query.ConvertingParameterAccessorUnitTests"
FILE,DATAMONGO,DATAMONGO-987,2014-07-14T12:01:52.000-05:00,,template bug mongo mongotemplate problem data lazy loading entity string parent parent child mongo test document criteria mongotemplate setters attribute load getid child project junit accident reference assertnull database criteria,"org.springframework.data.mongodb.core.convert.MappingMongoConverter
org.springframework.data.mongodb.core.convert.DbRefMappingMongoConverterUnitTests"
FILE,DATAMONGO,DATAMONGO-1263,2015-07-30T09:03:41.000-05:00,,bug product indexes catalog abstractproduct wrapper type spring books mongo content code productwrapper data startup https definition time list attribute declaration list data catalog types arraylist agustisanchez springdatamongodbbug wrapper dbbug,"org.springframework.data.mongodb.core.index.MongoPersistentEntityIndexResolver
org.springframework.data.mongodb.core.index.MongoPersistentEntityIndexResolverUnitTests"
FILE,DATAMONGO,DATAMONGO-1406,2016-04-04T18:59:49.000-05:00,,fields nest field bug field keywords combination nested elemmatch batchid match object batch getmappedobject query resolution mapped stat callback status document collection computer string disp collectionname cursor input cursorpreparer query,"org.springframework.data.mongodb.core.convert.QueryMapper
org.springframework.data.mongodb.core.convert.QueryMapperUnitTests"
FILE,DATAMONGO,DATAMONGO-1088,2014-11-07T03:08:58.000-06:00,,property bug collection remove query list embeddedobject findbyembeddedin collection test foo bug object query demo project jira datamongo spring https embedded embedded incorrect demonstrate browse attach find generate,"org.springframework.data.mongodb.core.convert.MappingMongoConverter
org.springframework.data.mongodb.core.MongoTemplate"
FILE,DATAMONGO,DATAMONGO-1123,2014-12-17T09:39:36.000-06:00,,documents max matching bug elements query nearquery method mongo returns object georesults distance geo geonear mongotemplate myobject myobjecttype findbytypeandlocationnear nearquery distance geo log link maxdistance todbobject dbobject entities info type,org.springframework.data.mongodb.core.MongoOperations
FILE,DATAMONGO,DATAMONGO-1126,2014-12-21T06:03:21.000-06:00,,bug string item assertequals gettotalelements types ids type item items repository itemrepository list test sword mongo findbytypein elements allids collection document itemrepository findbyidin type content gettotalpages identifiers mongorepository classrunner runner,"org.springframework.data.mongodb.repository.Person
org.springframework.data.mongodb.repository.query.AbstractMongoQueryUnitTests
org.springframework.data.mongodb.core.MongoOperations
org.springframework.data.mongodb.core.MongoTemplate
org.springframework.data.mongodb.repository.query.AbstractMongoQuery"
FILE,DATAMONGO,DATAMONGO-647,2013-04-09T17:29:02.000-05:00,,field bug field annotation ignore alias question question questionid method desc query annotate order sort object approach list call answer score findbyquestionidorderbyscoredesc database score string create find attempts,org.springframework.data.mongodb.core.convert.QueryMapperUnitTests
FILE,DATAMONGO,DATAMONGO-392,2012-02-07T04:28:15.000-06:00,,type objects object bug write update model type point mapping version recursively writeinternal info method custom converter mappingmongoconverter dbobject mongo definition order contradiction complex domain application java database call store,"org.springframework.data.mongodb.core.MongoTemplateTests
org.springframework.data.mongodb.core.MongoTemplate"
CLASS,pig-0.11.1,PIG-2828,2012-07-19T05:03:16.000-05:00,,DataType PriorityQueue compare TOP TupleComparator siftUpUsingComparator updateTop siftUp Data Type TOP Comparator NullPointerException Bug,"src.org.apache.pig.data.DataType
src.org.apache.pig.builtin.TOP
test.org.apache.pig.test.TestNull"
CLASS,pig-0.11.1,PIG-3310,2013-05-03T02:59:57.000-05:00,,uids fields schema miscomputations bug nested generate lead member shop memberid shopid output schema issue code bit uids getschema implicit losplitoutput reproduction filter losplit inp pushupfilter input test column computation,src.org.apache.pig.newplan.logical.relational.LOSplitOutput
CLASS,mahout-0.8,MAHOUT-1314,2013-08-18T09:07:48.000-05:00,,checkNotNull Preconditions estimateDistanceCutoff check BruteSearch ClusteringUtils StreamingKMeansThread WeightedThing searchFirst ReduceTask StreamingKMeansReducer NullPointerException Bug     throw NullPointerException set REDUCE STREAMING KMEANS to true,core.src.main.java.org.apache.mahout.clustering.streaming.mapreduce.StreamingKMeansReducer
CLASS,zookeeper-3.4.5,ZOOKEEPER-1781,2013-10-03T20:19:27.000-05:00,,Random nextInt SyncRequestProcessor Processor Request run Sync IllegalArgumentException Bug     set snapCount,src.java.main.org.apache.zookeeper.server.ZooKeeperServer
METHOD,eclipse-2.0,31779,2003-02-13T09:55:00.000-06:00,,folder file unified tree unifiedtree bug resources ensure exists operations reasons bugs windows linux getstat moment user resource problem system stat natives workspace build find execute assume refresh create remove,"org.eclipse.core.internal.localstore.UnifiedTree:addChildrenFromFileSystem(UnifiedTreeNode, String, Object[], int)
org.eclipse.core.internal.localstore.UnifiedTree:createChildNodeFromFileSystem(UnifiedTreeNode, String, String)"
CLASS,openjpa-2.0.1,OPENJPA-1918,2011-01-06T08:11:24.000-06:00,,BeanRecipe BlueprintContainerImpl getInstance instantiateEagerComponents internalCreate BlueprintRepository Executors RunnableAdapter createInstances create AbstractRecipe Recipe ComponentDefinitionException PrivilegedActionException Error ArgumentException ClassNotFoundException Bug     ignore class loader,"org.apache.openjpa.meta.FieldMetaData
org.apache.openjpa.meta.MetaDataRepository
org.apache.openjpa.persistence.detach.NoVersionEntity"
METHOD,lang,LANG-363,2007-10-23T07:12:48.000-05:00,,bug escape render escape org string utils test system spring codes difference javascripts scripts java script btw javascriptescape document behavor aaa javascript script str apache println apache lang util web,"org.apache.commons.lang.StringEscapeUtils:escapeJavaStyleString(Writer, String, boolean)"
METHOD,lang,LANG-552,2009-11-09T12:40:57.000-06:00,,bug org string utils replacement code list expectations test assertequals stringutils searchlist replaceeach replacementlist test methods values search documentation stuff string junit result pointer commons exception stringutilstest apache replace outlined,"org.apache.commons.lang3.StringUtils:replaceEach(String, String[], String[], boolean, int)"
FILE,SWARM,SWARM-863,2016-11-30T14:54:40.000-06:00,,bug service swarm wfs testing start java tab path jar version uber module shutdown mwa bin project swarm jvm container binaries http threads time message windows screenshot procrun attempt org,org.wildfly.swarm.container.runtime.ServerBootstrapImpl
FILE,eclipse-3.1,78315,2004-11-10T12:53:00.000-06:00,,bug startup plug tests platform java method getadaptermanager diffnode compareuiplugin diff node adapter manager adapters factory ins registeradapters context start adapter bundle editor breakpoint register load bundlecontext loaded compare registered,org.eclipse.team.internal.ui.TeamUIPlugin
