Dataset,System,Bug ID,Creation Date,Title,Description,Ground Truth
FILE,DATAMONGO,DATAMONGO-505,2012-08-14T03:07:56.000-05:00,,bug dbref entity instances findbypropertyin repository property scenario property elements entityrepository unwrap convert find,"org.springframework.data.mongodb.repository.query.ConvertingParameterAccessor
org.springframework.data.mongodb.repository.query.ConvertingParameterAccessorUnitTests"
FILE,DATAMONGO,DATAMONGO-987,2014-07-14T12:01:52.000-05:00,,template mongo bug mongotemplate problem data lazy loading entity child string parent parent mongo document mongotemplate setters attribute child accident load criteria criteria findone dbref cglib lot problems setname daddy,"org.springframework.data.mongodb.core.convert.MappingMongoConverter
org.springframework.data.mongodb.core.convert.DbRefMappingMongoConverterUnitTests"
FILE,DATAMONGO,DATAMONGO-1263,2015-07-30T09:03:41.000-05:00,,bug abstractproduct mongo product data spring indexes declaration content list catalog type wrapper code attribute books productwrapper list agustisanchez arraylist springdatamongodbbug dbbug array books book github mongodb samples isbn aware,"org.springframework.data.mongodb.core.index.MongoPersistentEntityIndexResolver
org.springframework.data.mongodb.core.index.MongoPersistentEntityIndexResolverUnitTests"
FILE,DATAMONGO,DATAMONGO-1290,2015-09-17T15:30:23.000-05:00,,bug sample sampledata object data sampledomainobject domain test project finders findbysampledata query findbysampledatewithannotation sample annotation sampledate optional equivalent repository find,"org.springframework.data.mongodb.repository.query.StringBasedMongoQuery
org.springframework.data.mongodb.repository.query.StringBasedMongoQueryUnitTests"
FILE,DATAMONGO,DATAMONGO-1406,2016-04-04T18:59:49.000-05:00,,bug elemmatch batchid field object mapped resolution batch callback getmappedobject match query collection status string elem disp stat getters input setters mappedquery dbobjectcallback template list cursor entity collectionname cursorpreparer mapper,"org.springframework.data.mongodb.core.convert.QueryMapper
org.springframework.data.mongodb.core.convert.QueryMapperUnitTests"
FILE,DATAMONGO,DATAMONGO-1088,2014-11-07T03:08:58.000-06:00,,bug query test object foo embeddedobject project collection demo spring bug findbyembeddedin property list datamongo jira https embedded find embedded attach demonstrate browse,"org.springframework.data.mongodb.core.convert.MappingMongoConverter
org.springframework.data.mongodb.core.MongoTemplate"
FILE,DATAMONGO,DATAMONGO-1123,2014-12-17T09:39:36.000-06:00,,bug query method distance myobject nearquery object returns distance mongo nearquery type geo log geonear todbobject myobjecttype georesults dbobject template mongotemplate query info max aloha findbytypeandlocationnear maxdistance location point type,org.springframework.data.mongodb.core.MongoOperations
FILE,DATAMONGO,DATAMONGO-1126,2014-12-21T06:03:21.000-06:00,,bug string member item assertequals types ids type items item repository itemrepository list test sword findbytypein mongo allids collection identifiers findbyidin itemrepository type mongorepository uuid runner classrunner contextconfiguration spring request,"org.springframework.data.mongodb.repository.Person
org.springframework.data.mongodb.repository.query.AbstractMongoQueryUnitTests
org.springframework.data.mongodb.core.MongoOperations
org.springframework.data.mongodb.core.MongoTemplate
org.springframework.data.mongodb.repository.query.AbstractMongoQuery"
FILE,DATAMONGO,DATAMONGO-1289,2015-09-17T11:43:51.000-05:00,,object save field bug annotation exception property pointer nullpointerexception driver test documentation versions java file annotated newer implicit working expect generated mapped changed,"org.springframework.data.mongodb.repository.support.MongoRepositoryFactory
org.springframework.data.mongodb.repository.support.MappingMongoEntityInformation"
FILE,DATAMONGO,DATAMONGO-647,2013-04-09T17:29:02.000-05:00,,bug question question questionid query annotate desc order sort approach call object list answer score field field findbyquestionidorderbyscoredesc score database string method create find attempts,org.springframework.data.mongodb.core.convert.QueryMapperUnitTests
