Dataset,System,Bug ID,Creation Date,Title,Description,Ground Truth
CLASS,tika-1.3,TIKA-1070,2013-01-31T05:43:33.000-06:00,,ToXMLContentHandler ElementInfo getPrefix Prefix Element Handler Info XMLContent StackOverFlowError Bug     StackOverflow error in org apache tika sax ToXMLContentHandler ElementInfo getPrefix ToXMLContentHandler java,tika-core.src.main.java.org.apache.tika.sax.ToXMLContentHandler
CLASS,tika-1.3,TIKA-1192,2013-11-06T15:31:41.000-06:00,,rtf exception arrayindexoutofboundsexception array bounds bug parsing index out file privacy noformat exception reasons parse attach,"tika-parsers.src.test.java.org.apache.tika.parser.rtf.RTFParserTest
tika-parsers.src.main.java.org.apache.tika.parser.rtf.TextExtractor"
FILE,DATAMONGO,DATAMONGO-805,2013-12-02T06:34:36.000-06:00,,query field exception mapping mappingexception bug dbref excluding operations parentclass findone parent java parentclass parent field fields test parentfield children criteria lang query mongooperations integer find mongo exclude include,"org.springframework.data.mongodb.core.convert.QueryMapper
org.springframework.data.mongodb.core.mapping.MappingTests
org.springframework.data.mongodb.core.convert.QueryMapperUnitTests"
FILE,DATAMONGO,DATAMONGO-523,2012-09-01T03:39:51.000-05:00,,type bug abstractmongoconfiguration typealias alias configuration mongo annotation abstract annotations mapper classes document property simple simpletypeinformationmapper modifications annotate write,org.springframework.data.mongodb.core.convert.MappingMongoConverterUnitTests
FILE,DATAMONGO,DATAMONGO-938,2014-05-21T06:09:48.000-05:00,,criteria exception bug reduce mapreduce map geo creating org location command upperright query mongo illegal geocommand argument box mongodb geo illegalargumentexception lowerleft mongodb box collection springframework core data upper left,"org.springframework.data.mongodb.core.mapreduce.MapReduceTests
org.springframework.data.mongodb.core.MongoTemplate"
FILE,DATAMONGO,DATAMONGO-987,2014-07-14T12:01:52.000-05:00,,template dbref mongo problem mongotemplate bug data lazy loading parent string child parent entity child mongo document junit assertnull mongotemplate test setters project accident load database getid getchild criteria findone,"org.springframework.data.mongodb.core.convert.MappingMongoConverter
org.springframework.data.mongodb.core.convert.DbRefMappingMongoConverterUnitTests"
FILE,DATAMONGO,DATAMONGO-1250,2015-07-03T21:07:44.000-05:00,,converter custom implementation bug updates allocation object persistant mypersistantobject allocation code mongotemplate string test query assertthat mongo decimal conversion big allocated getcode custom template writer reader code update register converter,"org.springframework.data.mongodb.core.convert.UpdateMapperUnitTests
org.springframework.data.mongodb.core.convert.UpdateMapper"
FILE,DATAMONGO,DATAMONGO-1263,2015-07-30T09:03:41.000-05:00,,indexes types bug associations involving missing github https code data catalog wrapper books type catalog agustisanchez content startup definition spring time dbbug wrapper data productwrapper product abstractproduct infromation samples book,"org.springframework.data.mongodb.core.index.MongoPersistentEntityIndexResolver
org.springframework.data.mongodb.core.index.MongoPersistentEntityIndexResolverUnitTests"
FILE,DATAMONGO,DATAMONGO-1307,2015-10-20T12:33:45.000-05:00,,user npes runtime bug exceptions converting defined translateexceptionifpossible exceptiontranslator translator exception encounter pointer exception code translate unknown result,org.springframework.data.mongodb.core.MongoTemplate
FILE,DATAMONGO,DATAMONGO-1406,2016-04-04T18:59:49.000-05:00,,nested field query fields bug keywords mapper combination field querying callback collection string query entityclass resolve dofind disp data setters getters preparer status entity objectcallback object resolution mappedquery list dbobjectcallback,"org.springframework.data.mongodb.core.convert.QueryMapper
org.springframework.data.mongodb.core.convert.QueryMapperUnitTests"
