Dataset,System,Bug ID,Creation Date,Title,Description,Ground Truth
METHOD,math,MATH-358,2010-03-24T17:25:37.000-05:00,,integration range bug exception integrator integrator derivative derivativeexception derivatives ydot cases integratorexception computederivatives size firstorderdifferentialequations dormandprince dimension finalt order dot prince code getdimension assertequals event fact event test lead equations,"org.apache.commons.math.ode.nonstiff.EmbeddedRungeKuttaIntegrator:integrate(FirstOrderDifferentialEquations, double, double[], double, double[])
org.apache.commons.math.ode.nonstiff.RungeKuttaIntegrator:integrate(FirstOrderDifferentialEquations, double, double[], double, double[])"
METHOD,math,MATH-1021,2013-08-10T00:00:22.000-05:00,,integer bug overflow suffer distribution hypergeometric hypergeometricdistribution getpopulationsize prints getnumberofsuccesses math number getsamplesize commons sample distribution population application printf port sample string system getnumericalmean getsupportupperbound code values successes getsupportlowerbound upper,org.apache.commons.math3.distribution.HypergeometricDistribution:getNumericalMean()
CLASS,hibernate-3.5.0b2,HHH-4617,2009-11-28T11:42:08.000-06:00,,Bug Lob entity property annotated entity Lob lazy fetch type read OID bytes read OID oid type oid read column application write bytea create oid column oids deal PostgreSQL Bug set table build property column cascade component foreign,"org.hibernate.type.CharacterArrayClobType
org.hibernate.type.MaterializedClobType
org.hibernate.type.PrimitiveCharacterArrayClobType
org.hibernate.type.WrappedMaterializedBlobType
org.hibernate.type.MaterializedBlobType
org.hibernate.test.lob.MaterializedBlobTest
org.hibernate.type.BlobType
org.hibernate.type.ClobType
org.hibernate.test.lob.ClobLocatorTest
org.hibernate.dialect.Dialect
org.hibernate.cfg.annotations.SimpleValueBinder
org.hibernate.dialect.PostgreSQLDialect
org.hibernate.Hibernate"
FILE,DATACMNS,DATACMNS-114,2011-12-19T03:21:41.000-06:00,,bug contract server prefix custom anothercontractrepositorycustom implementation contract link suffix type contractrepositoryimpl implementation custom definition parser repository wildcard linux config detectcustomimplementation anothercontractrepository wire abstractrepositoryconfigdefinitionparser impl contractrepositoryimpl anothercontractrepositoryimpl contractrepository application contractrepositorycustom,org.springframework.data.repository.config.AbstractRepositoryConfigDefinitionParser
FILE,DATACMNS,DATACMNS-233,2012-09-14T07:38:12.000-05:00,,strings bug sources empty manytoone blocker references mycomp issue org property persistence lang domain web domain javax validation customer notice post customer binding string java type notnull reference order constraints,"org.springframework.data.repository.support.DomainClassConverterUnitTests
org.springframework.data.repository.support.DomainClassConverter"
CLASS,derby-10.9.1.0,DERBY-3024,2007-08-23T05:24:31.000-05:00,,bug work append plan baseactivation validity time throughput uptodate share statement scale prepared comment cpu checkstatementvalidity preparedstatement synchronization activation genericpreparedstatement machine values check base test blocks increase multi threads thread,"java.engine.org.apache.derby.impl.store.access.heap.HeapConglomerateFactory
java.engine.org.apache.derby.impl.store.raw.data.FileContainer
java.engine.org.apache.derby.impl.store.raw.data.RAFContainer
java.testing.org.apache.derbyTesting.functionTests.tests.lang.DBInJarTest
java.engine.org.apache.derby.impl.store.raw.data.TempRAFContainer
java.engine.org.apache.derby.impl.store.raw.data.InputStreamContainer
java.engine.org.apache.derby.impl.store.access.btree.index.B2IFactory"
CLASS,derby-10.9.1.0,DERBY-6053,2013-01-25T09:02:53.000-06:00,,isolation transaction set connection statement settransactionisolation bug prepared regular server network network exception statement networkserver sqlexception server start ping system control retries java read reply info sql customer sql derby,java.client.org.apache.derby.client.am.Connection
METHOD,time,88,2013-11-25T19:15:46.000-06:00,,bug hour hourofday datetimefieldtype field type objects day isequal cases year constructor types time construct equal clockhour clockhourofday array field java partials work partial merging duplicate call merge matching calling,"org.joda.time.Partial:with(DateTimeFieldType, int)"
FILE,COMPRESS,COMPRESS-273,2014-04-11T04:13:32.000-05:00,,bug org archivers apache argument cases couple types instance constructors test exception pointer issue nullpointerexception data local file zipshort unicodecommentextrafield getlocalfiledatalength extra zip field length unicode data number commons comment,"org.apache.commons.compress.archivers.zip.AbstractUnicodeExtraField
org.apache.commons.compress.archivers.cpio.CpioArchiveEntry
org.apache.commons.compress.archivers.zip.ExtraFieldUtils
org.apache.commons.compress.archivers.zip.UnrecognizedExtraField"
CLASS,zookeeper-3.4.5,ZOOKEEPER-1781,2013-10-03T20:19:27.000-05:00,,bug snapcount count snap set rand restriction source nextint time randroll documentation snapshot code validation roll suppose mention add,src.java.main.org.apache.zookeeper.server.ZooKeeperServer
CLASS,jedit-4.3,1999448,2008-08-23T10:28:24.000-05:00,,Bug fold expantion test patch avoid black hole bugs apply patch fold buffer remove expand folds Bug fold expantion fold handler content error buffer update registers changed,"org.gjt.sp.jedit.textarea.BufferHandler
org.gjt.sp.jedit.textarea.DisplayManager
org.gjt.sp.jedit.textarea.TextArea"
FILE,swt-3.1,104545,2005-07-20T14:21:00.000-05:00,,Bug WIDTH HEIGHT change constants Widget java change constants smaller tests tests write RCP app enable cool bar pixel size border empty coolbar border windows big empty space top confuse big empty space top bug cool bar items occur bug RCP application start RCP application open perspective Bug set lorg selection color image release bar transparency,org.eclipse.swt.widgets.CoolBar
FILE,swt-3.1,86000,2005-02-21T14:47:00.000-06:00,,jpeg images bug invalid produce string image test dir loader files eclipse org imageloader loader filein image fileout swtexception print printstacktrace imageloadertest test trace swt graphics swt stack ibm jpg,org.eclipse.swt.internal.image.JPEGFileFormat
FILE,swt-3.1,87460,2005-03-08T21:22:00.000-06:00,,bug text font shell style eclipse styles display swt caret swt org layout range event standard font gettext normal styledtext isdisposed widget length readanddispatch settext style string location bold linestyleevent,org.eclipse.swt.custom.StyledText
FILE,CONFIGURATION,CONFIGURATION-481,2012-02-26T20:27:46.000-06:00,,bug properties configurationat string abc commons myvar config test configuration configuration getconfiguration work desc getstring syntax reference xml products product file combinedconfig variable retrieve combined declare,"org.apache.commons.configuration.DefaultConfigurationBuilder
org.apache.commons.configuration.interpol.ConfigurationInterpolator
org.apache.commons.configuration.TestDefaultConfigurationBuilder"
