Dataset,System,Bug ID,Creation Date,Title,Description,Ground Truth
FILE,DATAMONGO,DATAMONGO-505,2012-08-14T03:07:56.000-05:00,,collection work values bug dbref entity scenario findbypropertyin instances repository property property elements entityrepository unwrap convert find assume,"org.springframework.data.mongodb.repository.query.ConvertingParameterAccessor
org.springframework.data.mongodb.repository.query.ConvertingParameterAccessorUnitTests"
FILE,DATAMONGO,DATAMONGO-987,2014-07-14T12:01:52.000-05:00,,template dbref problem mongotemplate mongo bug data lazy loading entity parent parent string child mongo setters attribute situation mongotemplate criteria child document accident database load simple criteria dbref findone cglib,"org.springframework.data.mongodb.core.convert.MappingMongoConverter
org.springframework.data.mongodb.core.convert.DbRefMappingMongoConverterUnitTests"
FILE,DATAMONGO,DATAMONGO-1263,2015-07-30T09:03:41.000-05:00,,types bug involve product catalog spring type list data abstractproduct books wrapper productwrapper mongo indexes https code content attribute isbn declaration array mongodb dbbug agustisanchez springdatamongodbbug book books list samples,"org.springframework.data.mongodb.core.index.MongoPersistentEntityIndexResolver
org.springframework.data.mongodb.core.index.MongoPersistentEntityIndexResolverUnitTests"
FILE,DATAMONGO,DATAMONGO-1406,2016-04-04T18:59:49.000-05:00,,fields nest field bug keywords field combination nested query elemmatch string stat elem batchid batch getmappedobject object mapped resolution collection callback list match setters disp template status entity dbobjectcallback objectcallback,"org.springframework.data.mongodb.core.convert.QueryMapper
org.springframework.data.mongodb.core.convert.QueryMapperUnitTests"
FILE,DATAMONGO,DATAMONGO-1088,2014-11-07T03:08:58.000-06:00,,property collection bug remove bug query object datamongo test embeddedobject jira collection findbyembeddedin foo list demo project https repository spring method embedded embedded find attached demonstrating browse,"org.springframework.data.mongodb.core.convert.MappingMongoConverter
org.springframework.data.mongodb.core.MongoTemplate"
FILE,DATAMONGO,DATAMONGO-1123,2014-12-17T09:39:36.000-06:00,,max documents matching elements bug query returns method myobject object nearquery mongo nearquery distance distance georesults geo log geonear myobjecttype todbobject type dbobject entities info mongotemplate template findbytypeandlocationnear location point,org.springframework.data.mongodb.core.MongoOperations
FILE,DATAMONGO,DATAMONGO-1126,2014-12-21T06:03:21.000-06:00,,pageable bug keyword query findbyinid find string assertequals types item ids type items item repository itemrepository list test sword mongo findbytypein allids collection itemrepository findbyidin type strip testing mongorepository uuid,"org.springframework.data.mongodb.repository.Person
org.springframework.data.mongodb.repository.query.AbstractMongoQueryUnitTests
org.springframework.data.mongodb.core.MongoOperations
org.springframework.data.mongodb.core.MongoTemplate
org.springframework.data.mongodb.repository.query.AbstractMongoQuery"
FILE,DATAMONGO,DATAMONGO-1078,2014-10-28T02:23:26.000-05:00,,complex map structure bug myuserid check key sampleid type presence userids collection list query user findbyuserids userid sample typekey properties user ids queries find sampleuser converting annotated,"org.springframework.data.mongodb.core.convert.MappingMongoConverter
org.springframework.data.mongodb.core.MongoTemplate"
FILE,DATAMONGO,DATAMONGO-1289,2015-09-17T11:43:51.000-05:00,,field object pointer nullpointerexception bug exception annotation saving null test versions property driver documentation java doesn file newer expect implicit working changed generated mapped annotated save attempting,"org.springframework.data.mongodb.repository.support.MongoRepositoryFactory
org.springframework.data.mongodb.repository.support.MappingMongoEntityInformation"
FILE,DATAMONGO,DATAMONGO-647,2013-04-09T17:29:02.000-05:00,,field field bug annotation ignore alias query question questionid desc method sort order answer object score score database list findbyquestionidorderbyscoredesc string approach question created annotated find called attempts,org.springframework.data.mongodb.core.convert.QueryMapperUnitTests
